id,Name,titleProject_id,class,score,login,password
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,8zNpHimN
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,v7j5hkv2
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,vQOQVExT
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,b43qHyEi
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,fDBZtMBq
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,mgxlB34q
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,bE5AUTvp
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,1X2Lq8iz
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,WokQTE66
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,da0qIZrj
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,ChM99Te3
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,jTisvPxZ
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,vOHPWh0e
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,CsosLiYV
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,UJEsP6Wv
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,FWAD8m2G
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,sPEmFybu
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,jER4w6cS
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,iiX5GnA7
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,BTwHqUip
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,s9LYKCJD
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,xnbuplcl
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,QBXEadut
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,kpQyUXZD
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,OZTr7mgO
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,RWZLlXS1
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,DcJ6rjZL
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,x0V93jy2
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,hzSZTY7p
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,1a3JTE1K
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,17K0KP00
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,F101G4gj
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,lLdwOIAH
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,wOUBemmE
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,sqEgnXyv
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,8VBFuQyx
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,nx40o9wg
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,NyPdMlfB
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,hP4gL8zX
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,7Sc9XKov
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,ZOebQTjF
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,GkxBmP9Z
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,NyLzyWZw
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,H890HePy
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,rFnMKFJi
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,1mSQT8K0
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,gOx0KwEb
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,EDPzL82Z
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,PzscjA95
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,U6AbpKVi
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,SVpSNBDy
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,97LIX8Ms
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,tlhyqVEr
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,LZQ885Kf
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,R9LKOsQq
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,ETFPFJzQ
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,H6y0tk1d
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,JMcAC7Um
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,7sS24Iux
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,dBZAJ7MX
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,XIoo4nHt
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,ayQ94HXA
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,9Rv0WclJ
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,WKGbCvbP
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,DaZ4YDVK
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,2TZalbuT
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,GpE2A21K
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,fWmraGJ1
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,wqi4Ngsp
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,0YFNktdB
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,DwSdwKX1
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,t6b0ixqN
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,M9h7AzOK
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,lSuWfFuz
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,5cfuQUTx
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,CfgK1Kia
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,0SHkkmEf
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,5vkZ2Wxu
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,D2cHzerT
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,0FWja0gU
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,nIemiISr
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,9bcToUwu
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,Tfxnjl6e
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,96S1btcP
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,ATv1vvX7
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,49OEddW7
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,Ag55WU38
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,iq2UY1Sd
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,WXYURuLR
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,NuMZgrL7
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,0PEoR8MG
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,txU8106I
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,UpBgjUMi
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,JSRmIZea
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,QUgtR462
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,REbmfT2E
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,dNULu9Ed
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,MzsXgjbu
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,O5k8pp4N
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,nAX5Pc56
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,TqGwzEo3
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,ypCHGyUY
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,KYcRtuTk
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,NiVuSafF
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,HMRtwHuj
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,FG5mkMxA
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,5B8Nl1wa
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,1c2RJGfU
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,VAWqcYg5
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,cz5kpWmg
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,v2frnYEp
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,A32oP6ju
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,YSZAGT2s
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,udr8SlHs
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,xjRyY3eN
438,Милина Алена Петровна,359,8г,3,Милина_АП,qG03a1pe
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,h156W5eV
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,KStTmB5I
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,4wDmB91x
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,tj4LmdHz
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,kBHYOdQJ
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,u1aw93a7
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,qTH1TdbV
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,REoWXZNr
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,koKQB3xc
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,DCYCTlWR
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,r50Y0Nvu
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,OYmiOrfX
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,Fz4OSWvc
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,06Sio5Xm
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,r2MxiSme
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,CLXfGEW2
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,T59DLxel
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,jjRZoQGL
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,GhvyUO5U
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,038q2tmS
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,QZWVQYqq
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,Um4mfRiS
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,MN5f9iZA
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,AfR4NQUn
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,OsiKpJne
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,zKzS1sRu
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,DvzDyfJb
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,i1p2cRhf
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,cqO59WdV
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,QDMxnuxU
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,CrXO75WF
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,TQ3zrFnF
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,whkM237Z
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,zssgqMFa
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,lmMBuK8q
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,SFtFCYiB
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,xa5Txlik
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,4Aj6b7Ha
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,vf4f2J9d
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,1vklGtNh
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,AvAGGXed
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,KCp6rDuJ
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,KN7dqrdB
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,SwtElWWG
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,yU6CCqTf
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,35HRJmxC
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,JH48DZ50
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,zuzB7eD5
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,6tmlqAXX
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,Se7Ipecz
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,w789XtsA
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,PuRWy83B
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,BKiFMkug
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,b3a1lmVe
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,LE6q2LVz
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,oZy3wMBT
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,wRLuAYSy
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,pRrv5M1R
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,DMYgOSYx
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,vvzLif5P
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,V001S7XO
